화랑도	hwarangdo
죽이려는가	chugiryŏnŭn'ga
꾸지	kkuji
틃	t'ŭp
원인별	wŏninbyŏl
중학원	chunghagwŏn
계실까?	kyesilkka?
공예가	kongyega
눯	nwŏl
임제	imje
까츄사들	kkach'yusadŭl
공	kong
금선단	kŭmsŏndan
돌칸	tolk'an
학도병들	haktobyŏngdŭl
2002-2010년	2002-2010-yŏn
바꾸다!	pakkuda!
쳜	ch'ŏl
창지투	ch'angjit'u
역서	yŏksŏ
기천	kich'ŏn
산거	sanʼgŏ
'내	'nae
보장록	pojangnok
진곤	chingon
쨆	tchaep
100세	100-se
엑	ek
츑	ch'ul
문학성	munhaksŏng
겨루기	kyŏrugi
교과서사	kyogwasŏsa
선혁	sŏnhyŏk
기관별	kigwanbyŏl
톋	t'et
위리	wiri
교육적인	kyoyukchŏgin
젠요	cheyo
봉인	pongin
분출기	punch'ulgi
젻	chŏk
만화!	manhwa!
첻	ch'et
"""장한몽"""	"""changhanmong"""
나라.	nara.
호룡	horyong
승리자	sŭngnija
중심성	chungsimsŏng
체계적인	ch'egyejŏgin
활동가	hwaltongga
청사	ch'ŏngsa
술상	sulsang
계원	kyewŏn
몰	mol
콑	k'yet
느낌	nŭkkim
주제학적	chujehakchŏk
끄	kkŭ
웙	wŏl
붣	pwŏt
춚	ch'un
호필	hop'il
원미동	wŏnmidong
체인지	ch'einji
엘림	ellim
현행	hyŏnhaeng
투정	t'ujŏng
특별전.	t'ŭkpyŏljŏn.
루이제	luije
띁	ttŭt
원근법	wŏnʼgŭnpŏp
"침묵"""	"ch'immuk"""
소련	soryŏn
고해	kohae
깈	kik
옥숙	oksuk
웼	wet
금성	kŭmsŏng
미래인	miraein
뎍	tŏk
임어당	imŏdang
레이스	reisŭ
내편	naep'yŏn
뗻	ttyet
농회	nonghoe
시키는가	sik'inŭn'ga
벸	pek
꺀	kkaek
프로레타리아트	p'ŭroret'ariat'ŭ
"""학원"""	"""hagwŏn"""
명강	myŏnggang
차인	chʹain
웬만해선	wenmanhaesŏn
도덕경	todŏkkyŏng
쌸	ssyal
종복	chongbok
두길	tugil
헬라어	hellaŏ
침체	ch'imch'e
해지는	haejinŭn
쐨	sswaek
유술록	yusullok
파고다	p'agoda
승휘	sŭnghwi
클레지오	k'ŭllejio
뇰	yol
모빌리티	mobillit'i
"""세카이"	"""sek'ai"
롾	nwan
특정성	t'ŭkchŏngsŏng
118명	118-myŏng
젯	chet
종필	chongp'il
평양성	p'yŏngyangsŏng
꺼삐딴	kkŏppittan
줭	chwŏng
뛑	ttwŏt
혜경;	hye-gyŏng;
찾는다	ch'annŭnda
19세기	19-segi
법적	pŏpchŏk
셙	sŏn
일구어	ilguŏ
"낙인"""	"nagin"""
범신	pŏmsin
노는	nonŭn
뻻	ppel
별세	pyŏlse
곎	kyem
웃어	usŏ
퐝	p'wang
시왕도	siwangdo
제도론	chedoron
빌림	pillim
딥	tip
낭	nang
곳	kot
유럽행	yurŏphaeng
오음	oŭm
쩬	tchen
고비	kobi
익두	iktu
태만	taeman
상품화	sangp'umhwa
뫷	mwaet
'교과서'	'kyogwasŏ'
쯊	tchyup
미스터	misŭt'ŏ
정하다	chŏnghada
쥃	chwel
물리학자	mullihakcha
휦	hwip
궯	kwep
멺	myŏm
단계적	tan'gyejŏk
긌	kŭt
탈무드	t'almudŭ
10단계	10-tanʼgye
대학생	taehaksaeng
일자리.	ilchari.
모리걸	morigŏl
안아보고	anabogo
이대로	idaero
포스터.	p'osŭt'ŏ.
쯼	tchŭil
심서	simsŏ
껍데기	kkŏpteki
어민	ŏmin
의용	ŭiyong
해랑	haerang
단양	tanyang
지수	chisu
눭	nwŏl
뾜	ppoel
믺	mik
나경	nagyŏng
어학적	ŏhakchŏk
달라졌나	tallajyŏnna
긩	king
믄	mŭn
지사	chisa
마에마	maema
젏	chŏl
삭	sak
외희	oehŭi
쫬	tchwat
북방	pukpang
쀖	ppwep
은궐	ŭngwŏl
달현	talhyŏn
인식!	insik!
거대한	kŏdaehan
동맹	tongmaeng
퉣	t'wŏ
대외	taeoe
쑠	ssyok
해후	haehu
역사,1892-1962	yŏksa,1892-1962
열등감	yŏldŭnggam
정지	chŏngji
행궁	haenggung
유인형	yuinhyŏng
60주년	60-chunyŏn
금진	kŭmjin
기업	kiŏp
소문자	somuncha
퓢	p'it
간행사	kanhaengsa
무술	musul
금슨	kŭmsun
공익	kongik
신분제	sinbunje
빵	ppang
운식	unsik
천은사	ch'ŏnŭnsa
뇖	noem
마테오	mat'eo
이한	ihan
쏟아진	ssodajin
불효자	purhyoja
츻	ch'ŭ
권력장	kwŏllyŏkchang
만나며	mannamyŏ
민창	minch'ang
춤꾼	ch'umkkun
나눌수록	nanulsurok
믤	mil
툯	t'uk
놁	nok
성현	sŏnghyŏn
사실주의론	sasiljuŭiron
재묵	chaemuk
푤	p'yol
수한	suhan
무한	muhan
대변인	taebyŏnin
울림!	ullim!.
다녔다	tanyŏtta
기르는	kirŭnŭn
'조�조	'chosŏnjo
체조	ch'ejo
꽫	kkwaet
뽒	ppop
쥛	chwip
뵶	pyop
위안	wian
펬	p'et
해결	haegyŏl
유쾌하게	yuk'waehage
쾥	k'waet
뙦	ttoek
여옥	yŏok
꾿	kkut
우도	udo
한국-태국	han'guk-t'aeguk
혳	hyet
염료	yŏmnyo
쮱	tchwing
꺼져라	kkŏjyŏra
뭐	mwŏ
미학성	mihaksŏng
공예.	kongye.
쌱	ssyak
푁	p'oek
진실한	chinsirhan
난희	nanhŭi
농토	nongt'o
구법	kupŏp
풀린	p'ullin
디스토피아	tisŭt'op'ia
팑	p'an
사전전	sajŏnjŏn
결단	kyŏltan
쉩	swet
홍무	hongmu
신념	sinnyŏm
끋	kkŭt
븖	pŭm
광태	kwangt'ae
차이코프스키	ch'aik'op'ŭsŭk'i
뼣	ppyŏ
다쿠미	tak'umi
궳	kwel
승환	sŭnghwan
슬립	sŭllip
종원	chongwŏn
일구	ilgu
촟	ch'ot
앭	ael
노트	not'ŭ
117인	117-in
속물	songmul
밝히기	palk'igi
제프리	jep'ŭri
샘	saem
뜨면	ttŭmyŏn
봉길	ponggil
봗	pwat
반기업	pan'giŏp
아메바	ameba
첪	ch'ŏp
쏊	ssyep
임란기	imnan'gi
나b	nab
참외	ch'amoe
모국어	mogugŏ
남채	namch'ae
옥수수	oksusu
캃	k'al
씲	ssim
듛	tu
대규모	taegyumo
묔	moek
얄궂은	yalgujŭn
쓴소리	ssŭnsori
식민화	singminhwa
팹	p'aep
쌬	ssaek
발간	palgan
본향	ponhyang
전속	chŏnsok
헤레나	herena
뗪	ttyŏp
총정리	ch'ongjŏngni
수요	suyo
연애	yŏnae
뜶	ttŭp
쿙	k'yong
뚙	ttyot
추안	ch'uan
경향파	kyŏnghyangp'a
읨	ŭim
쓰엉	ssŭŏng
천도	ch'ŏndo
각수	kaksu
여행!	yŏhaeng!
뙍	ttwaen
남매.	nammae.
거륵한	kŏrŭkhan
고친	koch'in
동인지	tonginji
쩵	tchel
젎	chŏp
외전	oejŏn
감시	kamsi
민하	minha
지방사	chibangsa
섴	sŏk
뛰다	ttwida
밝고	palko
영무	yŏngmu
룕	yok
핸드메이드	haendŭmeidŭ
흥수	hŭngsu
해무	haemu
사도들	sadodŭl
혁용	hyŏgyong
석제	sŏkche
컴백	k'ŏmbaek
곡필	kokp'il
기근	kigŭn
놳	nwaek
쉬기	swigi
동찬	tongch'an
독일어	togirŏ
살으리랏다	sarŭriratta
원료	wŏllyo
노래방	noraebang
즐기는	chŭlginŭn
만나는	mannanŭn
홃	hop
"""서장"""	"""sŏjang"""
욆	oep
멾	myŏp
미치도록	mich'idorok
3만	3man
허통	hŏt'ong
밴쿠버	paenk'ubŏ
조금만	chogŭmman
뫴	mwaet
나리	nari
한류학	hallyuhak
특이점	tugichom
대량	taeryang
관철동	kwanch'ŏl-tong
대율리	taeyul-li
프레베르	p'ŭreberŭ
양수	yangsu
백합꽃	paekhapkkot
천욱	ch'ŏnuk
명멸	myŏngmyŏl
창걸	ch'anggŏl
전차	chŏnch'a
쾛	k'wael
학내	hangnae
강국'	kangguk'
문답집	mundapchip
론리	lonni
쳶	ch'em
셻	sep
게으름뱅이	keŭrŭmbaengi
매칭	maech'ing
타지	t'aji
아카이브	ak'aibŭ
튪	t'up
잗	chat
450일	450-il
습격	sŭpkyŏk
아시아주의	asia-chuŭi
똑	ttok
썃	ssyat
던져야	tŏnjyŏya
모노폴리	monop'olli
불룩이	pullugi
일구었다	ilguŏtta
쿠보타	k'ubot'a
명헌	myŏnghŏn
덟	tŏp
트랜스내셔널리즘	t'ŭraensŭnaesyŏnŏllijŭm
진흥	chinhŭng
뤂	nup
봞	pwap
내외신	nae-oesin
실현	sirhyŏn
레슬러	resŭllŏ
선어말	sŏnŏmal
빼앗았는가?	ppaeasannŭn'ga?
애희	aehŭi
노론	noron
연학	yŏnhak
리치씨	rich'issi
마디	madi
용례집.	yongnyejip.
준비된	chunbidoen
'가짜	'katcha
누웠더니	nuwŏttŏni
부끄러워	pukkŭrŏwŏ
54개	54-kae
원치	wŏnch'i
즺	chit
대현	taehyŏn
섌	syael
장병들	changbyŏngdŭl
뮙	mip
계승자들	kyesŭngjadŭl
우당	udang
기다리며	kidarimyŏ
전통극	chŏnt'onggŭk
자살	chasal
곁에	kyŏt'e
하도급	hadogŭp
사지만	sajiman
준공식	chun'gongsik
강화군	kanghwa-gun
위풍	wip'ung
국역	kugyŏk
기련	kiryŏn
연정	yŏnjŏng
원조	wŏnjo
돌파론	tolp'aron
쳕	ch'ŏn
겨례	kyŏre
브라질	pŭrajil
주욱	chuuk
기룡	kiryong
륺	nŭn
튁	t'wik
위기?	wigi?
석빈	sŏkpin
상고대사	sanggodaesa
시네마폴리티카	sinemap'ollit'ik'a
갡	kaen
사름들	sarŭmdŭl
콎	k'yet
겙	kel
서로	sŏro
똂	ttyep
옹근	onggŭn
67일	67-il
운서	unsŏ
감시자들	kamsijadŭl
빨치산	ppalch'isan
사지	saji
줒	chut
붏	pul
뱃사공	paessagong
통석	t'ongsŏk
얻게나	ŏtkena
릺	ip
둔다	tunda
향연	hyangyŏn
키코	k'ik'o
다례	tarye
묁	moen
국안	kugan
인보	inbo
신궁	sin'gung
문학'들'	munhak'tŭl'
130문	130-mun
벽오동	pyŏgodong
쾽	k'oeng
뇛	noel
팔꿈치	p'alkkŭmch'i
상견	sanggyŏn
개혁·개방	kaebang
파동	p'adong
셣	sŏl
매콤	maek'om
효석	hyosŏk
저물녘	chŏmullyŏk
모독소	modokso
회근	hoegŭn
원시-고려	wŏnsi-koryŏ
거네	kŏne
수설	susŏl
주인공	chuin'gong
일화집	irhwajip
석배	sŏkpae
삼중당	samjungdang
혁철	hyŏkch'ŏl
예술인	yesurin
푕	p'oeng
팩트	p'aekt'ŭ
재창출	chaech'angch'ul
경래	kyŏngnae
경삼	kyŏngsam
괥	kwael
련석	yŏnsŏk
쌩	ssaeng
믎	mŭp
컰	k'ŏl
헤이그	heigŭ
누명	numyŏng
싸움	ssaum
현명한	hyŏnmyŏnghan
형상적	hyŏngsangjŏk
꼨	kkyek
"""곡란"""	"""kongnan"""
끵	kkŭing
슙	sup
'80년대	'80-yŏndae
눘	nut
씮	ssin
난고	nanʼgo
낗	kki
수탁	sut'ak
현득	hyŏndŭk
군국주의.	kun'gukchuŭi.
덴마크	tenmak'ŭ
애성	aesŏng
솶	swap
북파	pukp'a
"""삼포"	"""samp'o"
꽐	kkwal
집요	chibyo
선습	sŏnsŭp
연설	yŏnsŏl
사대	sadae
부태	put'ae
수록!	surok!
통행	t'onghaeng
꽃담	kkottam
택함	t'aek'am
내부	naebu
대마리	taemari
배자	paeja
회석	hoesŏk
불안	puran
등록	tŭngnok
8회	8hoe
믚	mŭp
귫	kyul
게	ke
쫝	tchwan
괴물	koemul
태실	t'aesil
인민'	inmin'
늣	nŭt
시켰나	sik'yŏnna
솜	som
선일	sŏnil
합체	hapch'e
우언론	uŏllon
바디장	padijang
녷	ye
남산파	namsanp'a
웕	wŏk
궐설	kŏnsŏl
잾	chaep
은하수	ŭnhasu
여행법	yŏhaengpŏp
섟	sŏk
110명	110-myŏng
뾕	ppoek
짏	chil
쌍규	ssanggyu
쨛	tchyat
축산물	ch'uksanmul
관람	kwallam
석훈	sŏkhun
츖	ch'up
"""냄비"	"""naembi"
만날	mannal
청소부	ch'ŏngsobu
웤	wŏk
깏	kkak
무오	muo
륯	yut
으로도	ŭrodo
법성게	pŏpsŏngge
봉수	pongsu
줪	chwŏp
수종	sujong
행복	haengbok
몂	myŏp
맹수	maengsu
텍	t'ek
연주집	yŏnjujip
우선권	usŏnkwŏn
죽었지	chugŏtchi
뵒	poem
흥용	hŭngyong
후반기	huban'gi
궶	kwep
룓	yot
은국	ŭnguk
귍	kwil
빂	pip
피니건	p'inigŏn
통해	t'onghae
봉배	pongbae
청사진.	ch'ŏngsajin
문향	munhyang
제반	cheban
무자년	mujanyŏn
둮	twŏk
만익	manik
한빛	hanbit
학순	haksun
사라진	sarajin
졶	chon
제와술	chewasul
탄도	t'ando
광선	kwangsŏn
살릴	sallil
채정	ch'aejŏng
연령-임금	yŏllyŏng-imgŭm
둘레길	tullekil
금자씨	kŭmjassi
수정재	sujŏngjae
범준	pŏmjun
토끼	t'okki
뛤	ttwem
6명	6myŏng
각순	kaksun
작문법	changmunpŏp
뒤흔든	twihŭndŭn
두완	tuwan
이주민	ijumin
그레이트	kŭreit'ŭ
로드맵	rodŭmaep
교배	kyobae
모독	modok
투쟁.	t'ujaeng
날마다	nalmada
지린	chirin
강귀들	kanggwidŭl
혜화	hyehwa
관연록	kwanyŏnnok
군인	kunin
진화	chinhwa
숷	swŏk
쓰인	ssŭin
앖	ap
혜철	hyech'ŏl
맨밥	maenbap
상반기	sangban'gi
쪳	tchyet
단조	tanjo
쁈	ppyul
잉복	ingbok
길순	kilsun
건진	kŏnjin
2백년	2-paengnyŏn
샤이오	syaio
교수회	kyosuhoe
한시문	hansimun
트래블스	t'ŭraebŭlsŭ
국제국	kukcheguk
좀비	chombi
좋아지지	choajiji
의준	ŭijun
속국	sokkuk
스타.	sŭt'a.
얪	yaep
뉄	nwel
자본주의론	chabonjuŭiron
무용학	muyonghak
크리스도인	k'ŭrisŭdo-in
순남	sunnam
성형기	sŏnghyŏnggi
유학생들	yuhaksaengdŭl
뱐	pyan
태균	t'aegyun
기름	kirŭm
엔짱	entchang
예의	yeŭi
하계	hagye
욱정	ukchŏng
중고	chunggo
사화	sahwa
걯	kyae
고혹한	kohokhan
춡	ch'ul
종군	chonggun
연자	yŏnja
미향	mihyang
국언	kugŏn
픽션	p'iksyŏn
천지관	ch'ŏnjigwan
투쟁가	t'ujaengga
멈춘	mŏmch'un
그해	kŭhae
국어원	kugŏwŏn
종배	chongbae
땭	ttyan
녯	yet
뜏	ttyuk
행위	haengwi
눼	nwe
샦	sak
불교계	pulgyogye
페이	syunp'ei
화보.	hwabo
원구	wŏngu
섲	sŏt
천부경	ch'ŏnbugyŏng
진각	chingak
임대료	imdaeryo
억압된	ŏgaptoen
규호	kyuho
괞	kwaen
중식	chungsik
탈중심화	t'alchungsimhwa
초국가적	ch'ogukkajŏk
도사리	tosari
붛	pu
집사학（집사학）	chipsahak
평창군	p'yŏngch'ang-gun
덾	tep
재훈	chaehun
뗥	ttyŏl
셾	sep
유골	yugol
숨	sum
알수	alsu
놽	nwael
참된	ch'amdoen
2회	2hoe
거점화	kŏjŏmhwa
드는가	tŭnŭn'ga
전경	chŏn'gyŏng
뤮	nwep
창조론	ch'angjoron
태극기	t'aegŭkki
쥐스킨트	chwisŭk'int'ŭ
상당	sangdang
걳	kŏk
색칠	saekch'il
쫧	tchwal
행숙	haengsuk
사신	sasin
싶었어!	sip'ossŏ!
풍납	p'ungnap
무)의식	mu)ŭisik
시모무라	shimomura
양화진	yanghwajin
길러낸	killŏnaen
덍	tyaeng
케네디	k'enedi
절실하게	chŏlsirhage
꿀색	kkulsaek
십중	sipchung
연극사.	yŏnʼgŭksa.
총총	ch'ongch'ong
춻	ch'wŏp
태원지	t'aewŏnji
부재	pujae
규정	kyujŏng
자치론	chach'iron
넣고는	nŏk'onŭn
모르는	morŭnŭn
메타모포시스	met'amop'osisŭ
광하	kwangha
"게임"""	"keim"""
뎓	tŏt
판결문	p'an'gyŏlmun
취연	ch'wiyŏn
〓은	paet'ŭn
린봉	rinbong
가면극	kamyŏn'gŭk
하중	hajung
벽돌	pyŏktol
튤	t'ul
달	tal
12인	12-in
자취	chach'wi
틬	t'ik
소석	sosŏk
뎘	tŏl
근로	kŭllo
챷	ch'at
섇	syaet
36강	36-kang
텱	t'ŏk
서구인	sŏguin
도둑놈	todungnom
믣	mit
국주	kukchu
산별	sanbyŏl
손해	sonhae
이별	ibyŏl
쌠	ssael
소지역	sojiyŏk
쭌	tchun
흥망	hŭngmang
길수	kilsu
마담	madam
인주	inju
감염병	kamyŏmbyŏng
키노	k'ino
시험	sihŏm
벓	pŏl
「이제	"""ije"
도영	toyŏng
자코메티	chak'omet'i
중철	chungch'ŏl
협의제	hyŏbŭije
폭양	p'ogyang
묻었는가	mudŏnnŭn'ga
동아	tonga
잺	chaep
휘락	hwirak
재발견	chaebalgyŏn
쵧	ch'oep
일가?	ilka?
울고	ulgo
설악산	sŏraksan
1940년	1940-yŏn
본각	pongak
여고	yŏgo
우선주의	usŏnjuŭi
높은가	nop'ŭn'ga
누가	nuga
옷장	otchang
제	ch'wanje
과학고	kwahakko
쾑	k'waen
남옥	namok
관리소	kwalliso
우이	ui
애라	aera
쉝	swel
흽	hŭip
거장	kŏjang
캔맨	k'aenmaen
북-중	puk-chung
썞	ssyaep
1.2회	1,2-hoe
다카오	tak'ao
원로	wŏllo
예술성	yesulsŏng
갑경	kapkyŏng
븊	pyup
스키니	sŭk'ini
무속	musok
겉	kŏt
도시카쓰	tosik'assŭ
긓	kŭ
봬	pwae
미요	miyo
읍지	ŭpchi
헜	hŏt
41호	41-ho
날갯짓	nalgaetchit
제생	chesaeng
요엘	yoel
"""잠"""	"""cham"""
진정성	chinjŏngsŏng
지주제	chijuje
양질	yangjil
뒤집고	twijipko
중동부	chungdongbu
경은	kyŏngŭn
극적인	kŭkchŏgin
삼	sam
실존	silchon
향토사	hyangt'osa
인후	inhu
태은	t'aeŭn
로.	ro.
뚆	ttyon
퐁	p'ong
표대	p'yodae
선주	sŏnju
평섭	p'yŏngsŏp
아난	anan
코리안사	k'oriansa
쥥	chwing
봈	pot
식속	siksok
꾼들	kkundŭl
췢	ch'wet
쾉	k'wat
환규	hwangyu
턗	t'yaek
중개사	chunggaesa
렷	yŏt
컌	k'yaen
헤어지기	heŏjigi
묘	myo
보배	pobae
월인	wŏrin
훩	hwŏk
숛	suk
혜초	hyech'o
만드는가	mandŭnŭn'ga
읽으면	ilgŭmyŏn
불어라	purŏra
근본주의	kŭnbonjuŭi
퍳	p'yaet
13가지	13-kaji
죗값	choetkap
쌰	ssya
렴	yŏm
쭬	tchwŏl
대세론	taeseron
온양	onyang
학력간	hangnyŏkkan
뺻	ppyaet
사랑방	sarangbang
세홍	sehong
향촌	hyangch'on
문서군	munsŏgun
살인	sarin
픊	p'ŭn
뇝	noep
적정	chŏkchŏng
여선	yŏsŏn
설미	sŏlmi
물림	mullim
안고	anko
퍶	p'yaet
꽃봉오리들	kkotpongoridŭl
샌드위치	saendŭwich'i
달팽이들	talp'aengidŭl
유머	yumŏ
기원	kiwŏn
예식서	yesiksŏ
하상	hasang
대꾸	taekku
헌팅	hŏnt'ing
해성	haesŏng
코주부	k'ojubu
나가야	nagaya
사랑법	sarangpŏp
댨	tal
봄.	pom.
명사들	myŏngsadŭl
무심	musim
돲	twap
칠우	ch'iru
뇜	noem
참회관	ch'amhoegwan
독일인	togirin
노승	nosŭng
봉팔	pongp'al
편리	p'yŏlli
왳	waet
보습	posŭp
빅토리아	pikt'oria
냏	nae
주검	chugŏm
건립	kŏllip
쿢	k'uk
마사카즈	masakazŭ
고진로	kojillo
영등포	yŏngdŭngp'o
승선	sŭngson
드러나는	tŭrŏnanŭn
맞추어	mach'uŏ
칼럼.	k'allŏm.
대섭	taesŏp
해석론	haesŏngnon
독습	toksŭp
2분과	2-punkwa
3반	3pan
소리집	sorijip
연오랑	yŏnorang
눥	nwŏn
보배로운	pobaeroun
편'	p'yŏn'
릅	nŭp
익점	ikchŏm
장래	changnae
로동당사	nodongdangsa
공직자	kongjikcha
경판	kyŏngp'an
위멍	wimŏng
라우텐자흐	laut'enjahŭ
군	kun
조각	chogak
카비나	k'abina
책입자	ch'aegimja
쿠랑	k'urang
락송	naksong
단종	tanjong
마르크스-레닌주의	marŭk'ŭsŭ-lenin-chuŭi
틔	t'i
광준	kwangjun
쌛	ssaet
이념적	inyŏmjŏk
다방	tabang
엔씨네	enssine
됴	to
유섭	yusŏp
추진	ch'ujin
후명	humyŏng
윪	yum
잊혀질	ich'yŏjil
원	wŏn
어원학	ŏwŏnhak
편력기	p'yŏllyŏkki
낳다	nat'a
재미진	chaemijin
상증	sangjŭng
공산당	kongsandang
정일.jpg	chŏng-il.jpg
겳	kyŏp
졷	chot
즇	chu
하나의	hanaŭi
언론인	ŏllonin
되라	toera
적대	chŏktae
스타크	sŭt'ak'ŭ
의심	ŭisim
해군	haegun
천훈	ch'ŏnhun
천지	ch'ŏnji
열기	yŏlgi
떴	ttŏt
쥮	chuk
횔	hoel
승두	sŭngdu
부휴자	puhyuja
다양한	tayanghan
문학사	munhaksa
냙	yak
쓰도무	ssŭdomu
꿇	kkul
대준	taejun
불의	purŭi
꽁	kkong
혜선	hyesŏn
괲	kwaep
동식	tongsik
낸이	naeni
밴	paen
금역당	kŭmyŏktang
시내	sinae
쎣	ssyŏk
구레	kure
햄수다	haemsuda
광혁	kwanghyŏk
경학(경학	kyŏnghak
헤쳐간	hech'yŏgan
곰〓이	komp'angi
쎖	ssep
도시학	tosihak
쨟	tchyap
토함산	t'ohamsan
로도	odo
앃	ssi
팬덤	p'aendŏm
권신	kwŏnsin
2100년	2100-yŏn
택민	t'aengmin
유교화	yugyohwa
섐	syaem
넘긴	nŏmgin
78인	78-in
아슬	asŭl
현아	hyŏna
다하도록	tahadorok
한스	hansŭ
칦	ch'ip
희찬	hŭich'an
죽어서	chugŏsŏ
필회	p'ilhoe
관측	kwanch'ŭk
주니어	chuniŏ
걸을	kŏrŭl
판권	p'angwŏn
목회	mokhoe
냹	nyael
형태소	hyŏngt'aeso
10일간	10-ilgan
방과	panggwa
되어야	toeŏya
뽡	ppwan
배따라기	paettaragi
보구곶리	pogugot-ni
흥우	hŭngu
미필자	mip'ilcha
고양시	koyang-si
꾆	kkoen
관내	kwannae
쓰레기장	ssŭregijang
강희	kanghŭi
저력	chŏryŏk
알어?	arŏ?
굦	kyot
요리사	yorisa
보미	pomi
욲	uk
란코프	lank'op'ŭ
당면한	tangmyŏnhan
휘말림	hwimallim
철경	ch'ŏlgyŏng
광림	kwangnim
대다	taeda
대사전	taesajŏn
임상.	imsang
탄압사	t'anapsa
저해	chŏhae
탑돌	t'aptol
백록담	paengnoktam
1945-1979년	1945-1979-yŏn
겹쳐	kyŏpch'yŏ
개황	kaehwang
6편	6p'yŏn
디지인	tijain
무용극	muyonggŭk
고구려사	koguryŏsa
늦은	nŭjŭn
먬	myaem
숙원	sugwŏn
횣	hoet
명건	myŏnggŏn
�명	sŏnmyŏng
베대	pedae
낸	naen
애사	aesa
튩	t'ul
여탈	yŏt'al
늙어	nŭlgŏ
가꾸는	kakkunŭn
임금제	imgŭmje
팽창	p'aengch'ang
숨김	sumgim
욘더	yondŏ
흑역사	hŭgyŏksa
페론이즘	p'eronijŭm
킕	k'il
황해도	hwanghae-do
귀달	kwidal
동원된	tongwŏndoen
뫗	mwat
싙	sit
거의록	kŏŭirok
씋	ssŭ
러시아인	rosiain
섬세하게	sŏmsehage
공임	kongim
1985년	1985-yŏn
뒃	twŏt
철호	ch'ŏrho
'왜곡'	'waegok'
진악	chinak
전달	chŏndal
프리마돈나	p'ŭrimadonna
쾚	k'waep
중국인	chunggugin
단군	tan'gun
다채널	tach'aenŏl
삨	ppik
짒	chip
이올리안	iollian
통구	t'onggu
합사	hapsa
펑크	p'ŏngk'ŭ
튠	t'un
동민	tongmin
춘곡	ch'un'gok
쳿	ch'et
십지	sipchi
・남북	nambuk
돈희	tonhŭi
사행	sahaeng
두루봉	turubong
이은	iŭn
녹취록.	nokch'wirok.
트럼프	t'ŭrŏmp'ŭ
기독교사	kidokkyosa
사는가?	sanŭn'ga?
뽤	ppwal
켍	k'el
영광군	yŏnggwang-gun
치훈	ch'ihun
일대	iltae
해질까?	haejilkka?
뤵	nweng
후신	husin
받기	patki
한림대	hallimdae
붝	pwŏk
'짜잔	'tchajan
퍼즐	p'ŏjŭl
서간문	sŏganmun
구별	kubyŏl
룼	nut
복수성	poksusŏng
까지	kkaji
줍기	chupki
희상	hŭisang
오이도	oido
영랑	yŏngnang
영장류	yŏngjangnyu
봉승	pongsŭng
줨	chwŏm
혐오	hyŏmo
쑿	ssu
행난	haengnan
휂	hwen
읽다	ikta
'포함'	'p'oham'
죽이다	chugida
벙글	pŏnggŭl
굠	kyom
평화	p'yŏnghwa
뙈	ttwae
치운	ch'iun
이문화	imunhwa
프리미어	p'ŭrimiŏ
희선	hŭisŏn
130년	130-yŏn
리해	ihae
77년	77-yŏn
삼촌	samch'on
턐	t'ak
규현	kyuhyŏn
딟	tip
마	ma
현선	hyŏnsŏn
후반-17세기	huban-17-segi
뒝	tweng
울진	ulchin
콼	k'wal
웧	wŏ
뾋	ppwaet
믅	mŭn
권중	kwŏnjung
춿	ch'wŏl
르포르타주	rŭp'orŭt'aju
고담	kodam
포산	p'osan
44가지	44-kaji
콙	k'on
팔다	p'alda
파르티타	p'arŭt'it'a
아르튀스	arŭt'wisŭ
마치다	mach'ida
들락	tŭllak
'국제	'kukche
희완	hŭiwan
멀었나	mŏrŏnna
컎	k'yaen
춘우재	ch'unujae
"""병사"	"""pyŏngsa"
바둑이	padugi
뷜	pil
불렀나	pullŏnna
경호	kyŏngho
학회	hakhoe
퇯	t'waet
없다.	ŏpta.
춰	ch'wŏ
뱌	pya
달리	talli
문인	munin
신부	sinbu
・잡지	chapchi
송국리	songgung-ni
분화	punhwa
쳮	ch'ek
중계	chunggye
경기학	kyŏnggihak
세중	sejung
아'	a'
신자유주의적	sinjayujuŭijŏk
선전	sŏnjŏn
덏	tyaet
늮	nik
아웃사이트	autsait'ŭ
꿰	kkwe
경신록	kyŏngsinnok
백하	paekha
삼익	samik
늆	yup
대건	taegŏn
도리이	torii
근대	kŭndae
마오	mao
굍	koet
뻭	ppek
남창	namch'ang
철강왕	ch'ŏlgangwang
자전	chajŏn
내기	naegi
문성	munsŏng
코스	k'osŭ
블루스.	pŭllusŭ.
27년	27-yŏn
극락	kŭngnak
뉴스	nyusŭ
'한일	"""han-il"
총칙	ch'ongch'ik
어릿광대	ŏritkwangdae
15호	15-ho
엇갈림	ŏtkallim
노선	nosŏn
펋	p'ŏl
딴따라	ttanttara
양반님	yangbannim
뇅	nwaeng
칼럼집	k'allŏmjip
무신	musin
깨야	kkaeya
먼지별	mŏnjibyŏl
상공	sanggong
범산	pŏmsan
이엽	iyŏp
어른들	ŏrŭndŭl
바뀐	pakkwin
힐	hil
밴고	mŏlgo
작용	chagyong
바그너	pagŭnŏ
만나다.	mannada
꼡	kkyep
졲	chok
지역별	chiyŏkpyŏl
띠고	ttigo
묠	myol
동언	tongŏn
팔구	p'algu
연기	yŏn'gi
기백	kibaek
여탕	yŏt'ang
80만	80-man
소셜	sosyŏl
뙮	ttoem
궁금한	kunggŭmhan
굞	kyop
조종	chojong
쪬	tchyel
